class,rdf2vec_tag
mammal,<http://dbpedia.org/resource/Mauritian_flying_fox>
reptile,<http://dbpedia.org/resource/Santanadactylus>
insect,<http://dbpedia.org/resource/Acanthophila_angustiptera>
bird,<http://dbpedia.org/resource/White-flanked_sunbird>
fish,<http://dbpedia.org/resource/Apletodon>
insect,<http://dbpedia.org/resource/Orcesis_variegata>
mammal,<http://dbpedia.org/resource/Slender_broad-nosed_bat>
insect,<http://dbpedia.org/resource/Lachnocephala>
insect,<http://dbpedia.org/resource/Gorybia_pilosa>
mammal,<http://dbpedia.org/resource/Scott's_mouse-eared_bat>
insect,<http://dbpedia.org/resource/Atethmia>
bird,<http://dbpedia.org/resource/Black-breasted_hillstar>
invertebrate,<http://dbpedia.org/resource/Zodarion_gregua>
amphibian,<http://dbpedia.org/resource/Dendropsophus_berthalutzae>
mammal,<http://dbpedia.org/resource/Honey_possum>
insect,<http://dbpedia.org/resource/Altrivalvina>
insect,<http://dbpedia.org/resource/Getta_baetifica>
invertebrate,<http://dbpedia.org/resource/Oonopinus>
insect,<http://dbpedia.org/resource/Tactusa_similis>
mammal,<http://dbpedia.org/resource/Vipos_tuco-tuco>
mammal,<http://dbpedia.org/resource/Dasyurini>
fish,<http://dbpedia.org/resource/Myoxocephalus_aenaeus>
invertebrate,<http://dbpedia.org/resource/Clubiona_mykolai>
mammal,<http://dbpedia.org/resource/Catopithecus>
insect,<http://dbpedia.org/resource/Givira_ornata>
bird,<http://dbpedia.org/resource/Great_elaenia>
mammal,<http://dbpedia.org/resource/Makaracetus>
fish,<http://dbpedia.org/resource/Myroconger_gracilis>
reptile,<http://dbpedia.org/resource/Brookesia_desperata>
fish,<http://dbpedia.org/resource/Spinibarbus>
mammal,<http://dbpedia.org/resource/Raccoon_dog>
bird,<http://dbpedia.org/resource/Red-crested_woodpecker>
insect,<http://dbpedia.org/resource/Torneutini>
fish,<http://dbpedia.org/resource/Yellowtail_flounder>
reptile,<http://dbpedia.org/resource/Belodon>
fish,<http://dbpedia.org/resource/Nannacara_taenia>
insect,<http://dbpedia.org/resource/Phalonidia_droserantha>
insect,<http://dbpedia.org/resource/Oraesia_provocans>
bird,<http://dbpedia.org/resource/Western_scrub_jay>
bird,<http://dbpedia.org/resource/Black-eared_hemispingus>
mammal,<http://dbpedia.org/resource/Grant's_forest_shrew>
reptile,<http://dbpedia.org/resource/Pogona>
fish,<http://dbpedia.org/resource/Munchkin_skate>
fish,<http://dbpedia.org/resource/Phantom_shiner>
invertebrate,<http://dbpedia.org/resource/Cosmetidae>
mammal,<http://dbpedia.org/resource/Lenis_woolly_bat>
insect,<http://dbpedia.org/resource/Paramimus>
reptile,<http://dbpedia.org/resource/Mountain_dragon>
fish,<http://dbpedia.org/resource/Three-spined_stickleback>
bird,<http://dbpedia.org/resource/White-browed_laughingthrush>
fish,<http://dbpedia.org/resource/Redline_darter>
insect,<http://dbpedia.org/resource/Celastrina_neglecta>
fish,<http://dbpedia.org/resource/Panama_ghost_catshark>
invertebrate,<http://dbpedia.org/resource/Panulirus_versicolor>
amphibian,<http://dbpedia.org/resource/Longest_climbing_salamander>
fish,<http://dbpedia.org/resource/Barred_seabass>
amphibian,<http://dbpedia.org/resource/Humming_frog>
insect,<http://dbpedia.org/resource/Pseudoneuroctena>
invertebrate,<http://dbpedia.org/resource/Hippurites>
bird,<http://dbpedia.org/resource/Lark_sparrow>
bird,<http://dbpedia.org/resource/Red_kite>
invertebrate,<http://dbpedia.org/resource/Ibacus_alticrenatus>
fish,<http://dbpedia.org/resource/Springeratus_caledonicus>
invertebrate,<http://dbpedia.org/resource/Gallieniellidae>
insect,<http://dbpedia.org/resource/Euphaedra_asteria>
reptile,<http://dbpedia.org/resource/Florida_red-bellied_cooter>
invertebrate,<http://dbpedia.org/resource/Sternolaelaps>
fish,<http://dbpedia.org/resource/Notropis_cahabae>
reptile,<http://dbpedia.org/resource/Bothrops_venezuelensis>
bird,<http://dbpedia.org/resource/Heteromyias>
insect,<http://dbpedia.org/resource/Neurobathra>
fish,<http://dbpedia.org/resource/Oxynoemacheilus_samanticus>
insect,<http://dbpedia.org/resource/Sphaerion_rusticum>
invertebrate,<http://dbpedia.org/resource/Styposis>
amphibian,<http://dbpedia.org/resource/Largen's_clawed_frog>
invertebrate,<http://dbpedia.org/resource/Halloween_hermit_crab>
bird,<http://dbpedia.org/resource/Equatorial_greytail>
bird,<http://dbpedia.org/resource/Northern_red-billed_hornbill>
reptile,<http://dbpedia.org/resource/Stenodactylus_doriae>
bird,<http://dbpedia.org/resource/Acre_tody-tyrant>
insect,<http://dbpedia.org/resource/Ephydroidea>
fish,<http://dbpedia.org/resource/Puntius_sophoroides>
reptile,<http://dbpedia.org/resource/Eirenis_barani>
insect,<http://dbpedia.org/resource/Asymphorodes_regina>
mammal,<http://dbpedia.org/resource/Grizzled_giant_squirrel>
mammal,<http://dbpedia.org/resource/Robinson's_mouse_opossum>
fish,<http://dbpedia.org/resource/Tasmanian_ruffe>
fish,<http://dbpedia.org/resource/Trichogaster>
insect,<http://dbpedia.org/resource/Ursia>
fish,<http://dbpedia.org/resource/Cyprinus_hyperdorsalis>
fish,<http://dbpedia.org/resource/Sixbar_angelfish>
fish,<http://dbpedia.org/resource/Spiny_pipehorse>
amphibian,<http://dbpedia.org/resource/Hylomantis_buckleyi>
insect,<http://dbpedia.org/resource/Mordellistena_angustula>
amphibian,<http://dbpedia.org/resource/Hidden-ear_frog>
reptile,<http://dbpedia.org/resource/Gaboon_viper>
fish,<http://dbpedia.org/resource/Barbus_ruasae>
bird,<http://dbpedia.org/resource/Indian_cuckoo>
fish,<http://dbpedia.org/resource/Penpoint_gunnel>
invertebrate,<http://dbpedia.org/resource/Xantho>
mammal,<http://dbpedia.org/resource/Nilgiri_langur>
insect,<http://dbpedia.org/resource/Monopetalotaxis_luteopunctata>
insect,<http://dbpedia.org/resource/Craspediopsis>
fish,<http://dbpedia.org/resource/Domine_(fish)>
invertebrate,<http://dbpedia.org/resource/Leather_star>
mammal,<http://dbpedia.org/resource/Tate's_fat-tailed_mouse_opossum>
fish,<http://dbpedia.org/resource/Largehead_conger>
mammal,<http://dbpedia.org/resource/Striped_polecat>
fish,<http://dbpedia.org/resource/Kumococius_rodericensis>
insect,<http://dbpedia.org/resource/Limnaecia_explanata>
fish,<http://dbpedia.org/resource/Parvicrepis_parvipinnis>
bird,<http://dbpedia.org/resource/Salim_Ali's_swift>
invertebrate,<http://dbpedia.org/resource/Pseudochama_gryphina>
fish,<http://dbpedia.org/resource/Sharptooth_houndshark>
insect,<http://dbpedia.org/resource/Falcatariella>
invertebrate,<http://dbpedia.org/resource/Stegnaster_inflatus>
amphibian,<http://dbpedia.org/resource/Bufo_scitulus>
mammal,<http://dbpedia.org/resource/Pliopithecus>
mammal,<http://dbpedia.org/resource/Equus_francisci>
mammal,<http://dbpedia.org/resource/Guadalcanal_monkey-faced_bat>
mammal,<http://dbpedia.org/resource/Brush-tailed_phascogale>
bird,<http://dbpedia.org/resource/Brown_quail>
insect,<http://dbpedia.org/resource/Pylartes>
reptile,<http://dbpedia.org/resource/Gonocephalus_chamaeleontinus>
mammal,<http://dbpedia.org/resource/Atelerix>
reptile,<http://dbpedia.org/resource/Storeria_occipitomaculata>
insect,<http://dbpedia.org/resource/Anobiidae>
bird,<http://dbpedia.org/resource/Russet-winged_spadebill>
mammal,<http://dbpedia.org/resource/Australian_sea_lion>
fish,<http://dbpedia.org/resource/Helgolandichthys>
insect,<http://dbpedia.org/resource/Agonopterix_cratia>
reptile,<http://dbpedia.org/resource/Coniophanes>
insect,<http://dbpedia.org/resource/Symphlebia_similis>
bird,<http://dbpedia.org/resource/Rufous-chested_plover>
mammal,<http://dbpedia.org/resource/Almogaver>
invertebrate,<http://dbpedia.org/resource/Ptilonyssus_pinicola>
insect,<http://dbpedia.org/resource/Stigmella_crataegifoliella>
fish,<http://dbpedia.org/resource/Kuiterichthys>
fish,<http://dbpedia.org/resource/Dekeyseria_brachyura>
insect,<http://dbpedia.org/resource/Hyblaeidae>
invertebrate,<http://dbpedia.org/resource/Microchela>
amphibian,<http://dbpedia.org/resource/Pseudoeurycea_leprosa>
amphibian,<http://dbpedia.org/resource/Cloud_forest_stream_frog>
bird,<http://dbpedia.org/resource/Carmelite_sunbird>
insect,<http://dbpedia.org/resource/Marsh_bluet>
insect,<http://dbpedia.org/resource/Donacoscaptes_albivenalis>
invertebrate,<http://dbpedia.org/resource/Euoplos>
reptile,<http://dbpedia.org/resource/Gekkonidae>
insect,<http://dbpedia.org/resource/Mimexocentrus_medioalbus>
insect,<http://dbpedia.org/resource/Small_lappet_moth>
invertebrate,<http://dbpedia.org/resource/Sidymella_rubrosignata>
mammal,<http://dbpedia.org/resource/Greater_long-nosed_armadillo>
bird,<http://dbpedia.org/resource/Crimson-headed_partridge>
bird,<http://dbpedia.org/resource/Finsch's_wheatear>
mammal,<http://dbpedia.org/resource/Plains_harvest_mouse>
bird,<http://dbpedia.org/resource/Grey-hooded_white-eye>
insect,<http://dbpedia.org/resource/Labdia_pyrrhota>
fish,<http://dbpedia.org/resource/Galaxias_fontanus>
mammal,<http://dbpedia.org/resource/Altiplano_grass_mouse>
invertebrate,<http://dbpedia.org/resource/Agelena_littoricola>
reptile,<http://dbpedia.org/resource/Mamba>
fish,<http://dbpedia.org/resource/Storrsia_olsoni>
bird,<http://dbpedia.org/resource/Cabanis's_spinetail>
amphibian,<http://dbpedia.org/resource/Puxiong_salamander>
reptile,<http://dbpedia.org/resource/Cryptoblepharus_virgatus>
invertebrate,<http://dbpedia.org/resource/Geukensia_granosissima>
mammal,<http://dbpedia.org/resource/Lorisidae>
insect,<http://dbpedia.org/resource/Eurysthea_rotundicollis>
bird,<http://dbpedia.org/resource/Malleefowl>
bird,<http://dbpedia.org/resource/Boucard's_wren>
fish,<http://dbpedia.org/resource/Istiblennius_muelleri>
bird,<http://dbpedia.org/resource/Baglafecht_weaver>
mammal,<http://dbpedia.org/resource/Père_David's_mole>
mammal,<http://dbpedia.org/resource/Fawn_antechinus>
mammal,<http://dbpedia.org/resource/Mink>
invertebrate,<http://dbpedia.org/resource/Ancylometes>
bird,<http://dbpedia.org/resource/Pacific_swallow>
mammal,<http://dbpedia.org/resource/Polled_Dorset>
bird,<http://dbpedia.org/resource/White-tailed_warbler>
bird,<http://dbpedia.org/resource/Maroon-tailed_parakeet>
fish,<http://dbpedia.org/resource/Caddo_madtom>
fish,<http://dbpedia.org/resource/Schistura_shuangjiangensis>
amphibian,<http://dbpedia.org/resource/Rhacophorus_bifasciatus>
invertebrate,<http://dbpedia.org/resource/Tetraliidae>
amphibian,<http://dbpedia.org/resource/Amolops_archotaphus>
mammal,<http://dbpedia.org/resource/Bellier's_striped_grass_mouse>
reptile,<http://dbpedia.org/resource/Hemidactylus_porbandarensis>
mammal,<http://dbpedia.org/resource/Incan_little_mastiff_bat>
fish,<http://dbpedia.org/resource/Aphanius_vladykovi>
mammal,<http://dbpedia.org/resource/Sorex>
reptile,<http://dbpedia.org/resource/Anolis_cuvieri>
reptile,<http://dbpedia.org/resource/Acanthosaura>
mammal,<http://dbpedia.org/resource/Ganguroo>
invertebrate,<http://dbpedia.org/resource/Procambarus_acherontis>
bird,<http://dbpedia.org/resource/Plain-breasted_ground_dove>
fish,<http://dbpedia.org/resource/Rita_sacerdotum>
fish,<http://dbpedia.org/resource/Euchilichthys_dybowskii>
fish,<http://dbpedia.org/resource/Puntius_parrah>
fish,<http://dbpedia.org/resource/Barbus_candens>
bird,<http://dbpedia.org/resource/Yellow-whiskered_bush_tanager>
mammal,<http://dbpedia.org/resource/Linnaeus's_mouse_opossum>
invertebrate,<http://dbpedia.org/resource/Porcellana>
fish,<http://dbpedia.org/resource/Chromis_margaritifer>
invertebrate,<http://dbpedia.org/resource/Habronattus_borealis>
insect,<http://dbpedia.org/resource/Acanthoderes_amplifrons>
fish,<http://dbpedia.org/resource/Platygillellus_rubellulus>
amphibian,<http://dbpedia.org/resource/Orange-crowned_toadlet>
amphibian,<http://dbpedia.org/resource/Charta_tree_frog>
invertebrate,<http://dbpedia.org/resource/Ligumia>
insect,<http://dbpedia.org/resource/Agonopterix_inoxiella>
invertebrate,<http://dbpedia.org/resource/Pisa_(genus)>
invertebrate,<http://dbpedia.org/resource/Leptasterias_aequalis>
bird,<http://dbpedia.org/resource/Blue-throated_mountaingem>
mammal,<http://dbpedia.org/resource/Gorilla>
insect,<http://dbpedia.org/resource/Pristorhynchini>
bird,<http://dbpedia.org/resource/Bismarck_whistler>
invertebrate,<http://dbpedia.org/resource/Eupodes>
bird,<http://dbpedia.org/resource/Green-backed_kingfisher>
fish,<http://dbpedia.org/resource/Naso_vlamingii>
fish,<http://dbpedia.org/resource/Astroblepus_pholeter>
mammal,<http://dbpedia.org/resource/Chestnut_dunnart>
insect,<http://dbpedia.org/resource/Scopula_bullata>
insect,<http://dbpedia.org/resource/Carposina_adreptella>
insect,<http://dbpedia.org/resource/Hemimorina>
insect,<http://dbpedia.org/resource/Hemilissa_picturata>
amphibian,<http://dbpedia.org/resource/Centrolene_prosoblepon>
bird,<http://dbpedia.org/resource/Golden-breasted_fruiteater>
mammal,<http://dbpedia.org/resource/Palaeomerycidae>
insect,<http://dbpedia.org/resource/Blepharotes>
reptile,<http://dbpedia.org/resource/Desert_tortoise>
fish,<http://dbpedia.org/resource/Abyssal_grenadier>
fish,<http://dbpedia.org/resource/Common_bream>
fish,<http://dbpedia.org/resource/Chaetobranchopsis>
fish,<http://dbpedia.org/resource/Blackpored_eel>
reptile,<http://dbpedia.org/resource/Ocellated_gecko>
bird,<http://dbpedia.org/resource/Satanic_nightjar>
invertebrate,<http://dbpedia.org/resource/Johngarthia>
insect,<http://dbpedia.org/resource/Pentila_rogersi>
invertebrate,<http://dbpedia.org/resource/Dictyna_armata>
mammal,<http://dbpedia.org/resource/Stylinodon>
insect,<http://dbpedia.org/resource/Prosopidia_meruloides>
mammal,<http://dbpedia.org/resource/Chiapan_climbing_rat>
bird,<http://dbpedia.org/resource/Paraptenodytes_brodkorbi>
bird,<http://dbpedia.org/resource/White-bellied_seedeater>
mammal,<http://dbpedia.org/resource/King_rat_(animal)>
mammal,<http://dbpedia.org/resource/Cape_fox>
fish,<http://dbpedia.org/resource/Haemulopsis>
fish,<http://dbpedia.org/resource/Labiatophysa_labiata>
amphibian,<http://dbpedia.org/resource/White-spotted_slimy_salamander>
amphibian,<http://dbpedia.org/resource/Mantidactylus_moseri>
mammal,<http://dbpedia.org/resource/Scutisorex>
insect,<http://dbpedia.org/resource/Cusiala>
mammal,<http://dbpedia.org/resource/Dark-brown_serotine>
fish,<http://dbpedia.org/resource/Sturisomatichthys_citurensis>
bird,<http://dbpedia.org/resource/Andaman_green_pigeon>
fish,<http://dbpedia.org/resource/Brachypterois>
fish,<http://dbpedia.org/resource/Habroichthys>
bird,<http://dbpedia.org/resource/Bangwa_forest_warbler>
insect,<http://dbpedia.org/resource/Saharan_silver_ant>
reptile,<http://dbpedia.org/resource/Dunn's_mud_turtle>
bird,<http://dbpedia.org/resource/Cape_sparrow>
invertebrate,<http://dbpedia.org/resource/Polyaspididae>
bird,<http://dbpedia.org/resource/Bolivian_tyrannulet>
bird,<http://dbpedia.org/resource/Red-chested_sunbird>
reptile,<http://dbpedia.org/resource/Lewis_Pass_green_gecko>
mammal,<http://dbpedia.org/resource/Three-toed_sloth>
invertebrate,<http://dbpedia.org/resource/Spermophorides_baunei>
reptile,<http://dbpedia.org/resource/Typhlops_microstomus>
mammal,<http://dbpedia.org/resource/Puerto_Rican_hutia>
bird,<http://dbpedia.org/resource/Madeiran_scops_owl>
invertebrate,<http://dbpedia.org/resource/Typhlodromus_vulgaris>
amphibian,<http://dbpedia.org/resource/Sand_frog>
amphibian,<http://dbpedia.org/resource/Colorado_River_toad>
reptile,<http://dbpedia.org/resource/Cameroon_sailfin_chameleon>
insect,<http://dbpedia.org/resource/Macroptila_extensa>
bird,<http://dbpedia.org/resource/Forest_elaenia>
mammal,<http://dbpedia.org/resource/European_free-tailed_bat>
mammal,<http://dbpedia.org/resource/Chrysochloris>
invertebrate,<http://dbpedia.org/resource/Cyclosternum_fasciatum>
reptile,<http://dbpedia.org/resource/Pilbara_monitor>
bird,<http://dbpedia.org/resource/Yellow-casqued_hornbill>
fish,<http://dbpedia.org/resource/Spurdog>
mammal,<http://dbpedia.org/resource/Sundamys>
bird,<http://dbpedia.org/resource/Longimornis>
bird,<http://dbpedia.org/resource/Black-throated_huet-huet>
fish,<http://dbpedia.org/resource/Callopanchax>
invertebrate,<http://dbpedia.org/resource/Nuculidae>
amphibian,<http://dbpedia.org/resource/Slender_salamander>
insect,<http://dbpedia.org/resource/Scopula_confinaria>
mammal,<http://dbpedia.org/resource/Capra_(genus)>
bird,<http://dbpedia.org/resource/Oleaginous_hemispingus>
fish,<http://dbpedia.org/resource/Gobiodon_atrangulatus>
mammal,<http://dbpedia.org/resource/Greater_dwarf_shrew>
bird,<http://dbpedia.org/resource/Inkayacu>
reptile,<http://dbpedia.org/resource/Tropidophis_xanthogaster>
insect,<http://dbpedia.org/resource/Carige>
fish,<http://dbpedia.org/resource/Pachypanchax_sparksorum>
fish,<http://dbpedia.org/resource/Leiocottus_hirundo>
insect,<http://dbpedia.org/resource/Alcis_semiusta>
invertebrate,<http://dbpedia.org/resource/Malo_kingi>
fish,<http://dbpedia.org/resource/Rhynchactis_microthrix>
bird,<http://dbpedia.org/resource/Pyrrholaemus>
mammal,<http://dbpedia.org/resource/Marmoset_rat>
invertebrate,<http://dbpedia.org/resource/Hyas_(genus)>
mammal,<http://dbpedia.org/resource/Eastern_gorilla>
fish,<http://dbpedia.org/resource/Silonia_childreni>
fish,<http://dbpedia.org/resource/Ophichthus_megalops>
insect,<http://dbpedia.org/resource/Epischnia_muscidella>
bird,<http://dbpedia.org/resource/Collocalia_buday>
invertebrate,<http://dbpedia.org/resource/Paruroctonus_boreus>
fish,<http://dbpedia.org/resource/Megalodoras_guayoensis>
bird,<http://dbpedia.org/resource/Montane_white-eye>
bird,<http://dbpedia.org/resource/White-crowned_hornbill>
mammal,<http://dbpedia.org/resource/Black_squirrel>
mammal,<http://dbpedia.org/resource/Valenictus>
insect,<http://dbpedia.org/resource/Oxycanus_nuptialis>
fish,<http://dbpedia.org/resource/Dark_stonebasher>
amphibian,<http://dbpedia.org/resource/Promastodonsaurus>
reptile,<http://dbpedia.org/resource/Phelsuma_pusilla_hallmanni>
insect,<http://dbpedia.org/resource/Catocala_parta>
amphibian,<http://dbpedia.org/resource/Sharp_snouted_day_frog>
reptile,<http://dbpedia.org/resource/Argentine_snake-necked_turtle>
amphibian,<http://dbpedia.org/resource/Leptodactylus_pustulatus>
bird,<http://dbpedia.org/resource/Long-tailed_sylph>
fish,<http://dbpedia.org/resource/Dark-capped_parrotfish>
invertebrate,<http://dbpedia.org/resource/Hadronyche_cerberea>
insect,<http://dbpedia.org/resource/Tantulius_belli>
mammal,<http://dbpedia.org/resource/Northern_palm_squirrel>
mammal,<http://dbpedia.org/resource/Annandale's_rat>
bird,<http://dbpedia.org/resource/Northern_scrub_flycatcher>
amphibian,<http://dbpedia.org/resource/Cauca_poison_frog>
bird,<http://dbpedia.org/resource/Golden-fronted_leafbird>
mammal,<http://dbpedia.org/resource/Presbytherium>
insect,<http://dbpedia.org/resource/Hyphorma>
fish,<http://dbpedia.org/resource/Cooyoo>
mammal,<http://dbpedia.org/resource/Great_fruit-eating_bat>
bird,<http://dbpedia.org/resource/Tumbes_sparrow>
insect,<http://dbpedia.org/resource/Anthidium_thomsoni>
insect,<http://dbpedia.org/resource/Spilosoma_lubricipeda>
reptile,<http://dbpedia.org/resource/Vipera_latastei>
invertebrate,<http://dbpedia.org/resource/Ozyptila_gertschi>
fish,<http://dbpedia.org/resource/Modoc_sucker>
invertebrate,<http://dbpedia.org/resource/Poultonella>
amphibian,<http://dbpedia.org/resource/Sikkimese_caecilian>
bird,<http://dbpedia.org/resource/Nilgiri_wood_pigeon>
reptile,<http://dbpedia.org/resource/Barbados_anole>
fish,<http://dbpedia.org/resource/Paraclinus_barbatus>
fish,<http://dbpedia.org/resource/Coradion>
insect,<http://dbpedia.org/resource/Duponchelia_naitoi>
mammal,<http://dbpedia.org/resource/Didelphodon>
insect,<http://dbpedia.org/resource/Leptophobia_philoma>
invertebrate,<http://dbpedia.org/resource/Calvoliopsis>
fish,<http://dbpedia.org/resource/Codoma_ornata>
amphibian,<http://dbpedia.org/resource/Hyperolius_polystictus>
insect,<http://dbpedia.org/resource/Paraliagonum>
insect,<http://dbpedia.org/resource/Megachile_sculpturalis>
fish,<http://dbpedia.org/resource/Benthobatis>
amphibian,<http://dbpedia.org/resource/Saharastega>
fish,<http://dbpedia.org/resource/Fat_catshark>
fish,<http://dbpedia.org/resource/Salaria>
fish,<http://dbpedia.org/resource/Red_morwong>
invertebrate,<http://dbpedia.org/resource/Volginia>
insect,<http://dbpedia.org/resource/Nebria_fongondi>
insect,<http://dbpedia.org/resource/Procrica_sanidota>
insect,<http://dbpedia.org/resource/Cydosia_nobilitella>
bird,<http://dbpedia.org/resource/Somali_fiscal>
bird,<http://dbpedia.org/resource/San_Cristóbal_mockingbird>
mammal,<http://dbpedia.org/resource/Long-nosed_dasyure>
mammal,<http://dbpedia.org/resource/Mormopterus_(subgenus)>
invertebrate,<http://dbpedia.org/resource/Atypus>
insect,<http://dbpedia.org/resource/Caloptilia_dicksoni>
insect,<http://dbpedia.org/resource/Pachynoa>
mammal,<http://dbpedia.org/resource/Bank_vole>
invertebrate,<http://dbpedia.org/resource/Microcerberidae>
invertebrate,<http://dbpedia.org/resource/Ixodes_trianguliceps>
mammal,<http://dbpedia.org/resource/Bengal_mongoose>
fish,<http://dbpedia.org/resource/Luciobarbus_bocagei>
insect,<http://dbpedia.org/resource/Callipielus_arenosus>
invertebrate,<http://dbpedia.org/resource/Hortacarus>
amphibian,<http://dbpedia.org/resource/Long-snouted_frog>
bird,<http://dbpedia.org/resource/Common_moorhen>
invertebrate,<http://dbpedia.org/resource/Offadesma_angasi>
insect,<http://dbpedia.org/resource/Bonagota_piosana>
mammal,<http://dbpedia.org/resource/Aders'_duiker>
fish,<http://dbpedia.org/resource/Schizopygopsis_kialingensis>
fish,<http://dbpedia.org/resource/Centropyge_multicolor>
invertebrate,<http://dbpedia.org/resource/Visayax>
fish,<http://dbpedia.org/resource/Leptobrama>
fish,<http://dbpedia.org/resource/Schistura_longa>
mammal,<http://dbpedia.org/resource/Amphitheriida>
mammal,<http://dbpedia.org/resource/Janumys>
bird,<http://dbpedia.org/resource/Chestnut-breasted_quail-thrush>
bird,<http://dbpedia.org/resource/Rufous-headed_woodpecker>
insect,<http://dbpedia.org/resource/Undulambia_dendalis>
fish,<http://dbpedia.org/resource/Calotomus_zonarchus>
fish,<http://dbpedia.org/resource/Bagrichthys_vaillantii>
invertebrate,<http://dbpedia.org/resource/Phytoseius>
invertebrate,<http://dbpedia.org/resource/Austropotamobius_torrentium>
insect,<http://dbpedia.org/resource/Mordella_fulvopilosa>
fish,<http://dbpedia.org/resource/Abbott's_moray_eel>
bird,<http://dbpedia.org/resource/Red-vented_bulbul>
mammal,<http://dbpedia.org/resource/Eucladoceros>
mammal,<http://dbpedia.org/resource/Sumatran_serow>
insect,<http://dbpedia.org/resource/Eufernaldia>
reptile,<http://dbpedia.org/resource/Anolis_podocarpus>
mammal,<http://dbpedia.org/resource/Altungulata>
mammal,<http://dbpedia.org/resource/Ward's_field_mouse>
bird,<http://dbpedia.org/resource/Cayenne_nightjar>
insect,<http://dbpedia.org/resource/Spaelotis_clandestina>
invertebrate,<http://dbpedia.org/resource/Zodarion_abantense>
bird,<http://dbpedia.org/resource/Yellow-eyed_penguin>
fish,<http://dbpedia.org/resource/Pteroinae>
insect,<http://dbpedia.org/resource/Tarika_(moth)>
reptile,<http://dbpedia.org/resource/Bothrochilus>
bird,<http://dbpedia.org/resource/Green_peafowl>
invertebrate,<http://dbpedia.org/resource/Platyceramus>
invertebrate,<http://dbpedia.org/resource/Eurydice_(genus)>
amphibian,<http://dbpedia.org/resource/Hylophorbus_sextus>
amphibian,<http://dbpedia.org/resource/Cochranella_duidaeana>
reptile,<http://dbpedia.org/resource/Megalania>
reptile,<http://dbpedia.org/resource/Thamnodynastes_hypoconia>
bird,<http://dbpedia.org/resource/Timor_green_pigeon>
bird,<http://dbpedia.org/resource/Purple-throated_woodstar>
reptile,<http://dbpedia.org/resource/Guadalupe_spiny_softshell_turtle>
bird,<http://dbpedia.org/resource/Magpie_shrike>
mammal,<http://dbpedia.org/resource/Caucasian_snow_vole>
invertebrate,<http://dbpedia.org/resource/Pardosa_occidentalis>
fish,<http://dbpedia.org/resource/Pristigasteridae>
invertebrate,<http://dbpedia.org/resource/Arachnura_scorpionoides>
bird,<http://dbpedia.org/resource/Rufous-fronted_babbler>
fish,<http://dbpedia.org/resource/Sprattus>
amphibian,<http://dbpedia.org/resource/Pygmy_web-footed_salamander>
mammal,<http://dbpedia.org/resource/Ampelomeryx>
bird,<http://dbpedia.org/resource/Sira_tanager>
invertebrate,<http://dbpedia.org/resource/Chrysilla_lauta>
invertebrate,<http://dbpedia.org/resource/Nucula_tenuis>
bird,<http://dbpedia.org/resource/Stout_cisticola>
bird,<http://dbpedia.org/resource/Waved_albatross>
amphibian,<http://dbpedia.org/resource/Atelopus_oxyrhynchus>
bird,<http://dbpedia.org/resource/Abdim's_stork>
insect,<http://dbpedia.org/resource/Amata_schoutedeni>
bird,<http://dbpedia.org/resource/Yellow-browed_warbler>
bird,<http://dbpedia.org/resource/Lovely_fairywren>
fish,<http://dbpedia.org/resource/Synodontis_comoensis>
mammal,<http://dbpedia.org/resource/Palawan_pencil-tailed_tree_mouse>
insect,<http://dbpedia.org/resource/Baphala_phaeolella>
mammal,<http://dbpedia.org/resource/Dyacopterus>
fish,<http://dbpedia.org/resource/Rhinoprenes_pentanemus>
invertebrate,<http://dbpedia.org/resource/Amaurobius_jugorum>
mammal,<http://dbpedia.org/resource/Long-footed_rat>
fish,<http://dbpedia.org/resource/Narcine>
bird,<http://dbpedia.org/resource/Tawny-bellied_screech_owl>
insect,<http://dbpedia.org/resource/Abagrotis_anchocelioides>
insect,<http://dbpedia.org/resource/Synanthedon_platyuriformis>
bird,<http://dbpedia.org/resource/Tailorbird>
bird,<http://dbpedia.org/resource/Lanner_falcon>
insect,<http://dbpedia.org/resource/Aphthona_euphorbiae>
bird,<http://dbpedia.org/resource/Golden_greenbul>
bird,<http://dbpedia.org/resource/Blue-crowned_chlorophonia>
mammal,<http://dbpedia.org/resource/Black-spined_Atlantic_tree-rat>
reptile,<http://dbpedia.org/resource/Andean_milk_snake>
amphibian,<http://dbpedia.org/resource/Microhyla_nanapollexa>
mammal,<http://dbpedia.org/resource/Aurochs>
fish,<http://dbpedia.org/resource/Plain_maskray>
mammal,<http://dbpedia.org/resource/Alai_mole_vole>
fish,<http://dbpedia.org/resource/Sonoda_(fish)>
invertebrate,<http://dbpedia.org/resource/Aelurillus_aeruginosus>
fish,<http://dbpedia.org/resource/Glyptothorax>
bird,<http://dbpedia.org/resource/Dwarf_sparrowhawk>
mammal,<http://dbpedia.org/resource/Llanocetus>
reptile,<http://dbpedia.org/resource/Erpeton>
insect,<http://dbpedia.org/resource/Chrysodeixis_diehli>
insect,<http://dbpedia.org/resource/Glyphodes_caesalis>
mammal,<http://dbpedia.org/resource/Malawi_bushbaby>
insect,<http://dbpedia.org/resource/Malleco_(moth)>
amphibian,<http://dbpedia.org/resource/Afrixalus_vibekensis>
reptile,<http://dbpedia.org/resource/Tabasco_mud_turtle>
bird,<http://dbpedia.org/resource/Painted_bunting>
